City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
341,Mercedes,AR,-34.6515,-59.4307,54.18,61,89,10.18,overcast clouds
342,Soure,BR,-0.7167,-48.5233,80.24,79,78,9.01,broken clouds
343,Coacoyul,MX,17.8058,-99.11,65.23,78,92,1.59,overcast clouds
344,Puerto Maldonado,PE,-12.6,-69.1833,73.63,85,84,3.0,broken clouds
345,Ayaviri,PE,-14.8864,-70.5889,49.46,51,97,2.57,overcast clouds
346,The Valley,AI,18.217,-63.0578,81.1,74,24,19.77,few clouds
347,Prainha,BR,-1.8,-53.48,77.27,71,64,3.2,broken clouds
348,Piura,PE,-5.2,-80.6333,67.5,75,55,11.95,broken clouds
349,Vega De Alatorre,MX,20.0333,-96.6333,71.22,81,64,8.3,broken clouds
350,Rodeo,US,38.033,-122.2669,58.14,83,1,8.99,clear sky
351,Imuris,MX,30.7833,-110.8667,65.44,30,75,1.74,broken clouds
352,Iztapa,GT,13.9333,-90.7075,79.63,86,89,5.75,overcast clouds
353,Belmopan,BZ,17.25,-88.7667,72.3,95,78,3.38,broken clouds
354,Punto Fijo,VE,11.6956,-70.1996,80.42,82,42,23.02,scattered clouds
355,Villamontes,BO,-21.25,-63.5,55.42,91,100,5.08,overcast clouds
356,Ponta Delgada,PT,37.7333,-25.6667,70.5,77,75,20.71,broken clouds
357,Wicklow,IE,53.0,-6.4167,43.95,92,100,8.23,overcast clouds
358,Primo Tapia,MX,32.22,-116.9172,65.41,77,13,3.98,few clouds
359,Bemidji,US,47.4736,-94.8803,50.29,94,75,10.36,broken clouds
360,Cascais,PT,38.6979,-9.4215,54.52,57,0,1.99,clear sky
361,Nueve De Julio,AR,-35.4444,-60.8831,51.71,63,100,7.61,overcast clouds
362,Merritt Island,US,28.5392,-80.672,71.6,90,90,14.97,moderate rain
363,Dunmore Town,BS,25.5,-76.65,80.78,77,99,16.28,overcast clouds
364,Mazatlan,MX,23.2167,-106.4167,80.02,87,4,1.99,clear sky
365,Canovanas,PR,18.3777,-65.9063,80.82,92,20,0.0,few clouds
366,San Ramon,US,37.7799,-121.978,56.44,87,1,1.99,clear sky
367,Medicine Hat,CA,50.0501,-110.6683,47.39,50,1,4.0,clear sky
368,Campbellsville,US,37.3434,-85.3419,39.65,64,0,5.95,clear sky
369,Barcelos,PT,41.5388,-8.6151,49.91,83,1,5.57,clear sky
370,Chivay,PE,-15.6383,-71.6011,46.85,30,100,3.24,overcast clouds
371,Roura,GF,4.7263,-52.3274,79.97,100,75,0.0,broken clouds
372,San-Pedro,CI,4.7485,-6.6363,76.78,91,37,5.21,moderate rain
373,Akureyri,IS,65.6835,-18.0878,33.73,75,20,4.61,few clouds
374,Cockburn Town,TC,21.4612,-71.1419,83.32,77,96,22.08,overcast clouds
375,Qaqortoq,GL,60.7167,-46.0333,25.3,90,39,8.48,scattered clouds
376,Dickinson,US,29.4608,-95.0513,58.98,79,1,3.44,clear sky
377,Minot,US,48.2325,-101.2963,52.02,54,1,13.8,clear sky
378,Rabat,MA,33.9911,-6.8401,54.05,87,0,0.0,clear sky
379,Planaltina,BR,-15.4528,-47.6142,68.29,95,64,3.13,broken clouds
380,Miramar,US,25.9873,-80.2323,76.01,95,1,3.44,clear sky
381,Haines Junction,CA,60.7522,-137.5108,19.35,100,100,0.0,overcast clouds
382,Marshall,US,34.3834,-86.3333,48.18,79,1,0.0,clear sky
383,Guarapari,BR,-20.6667,-40.4975,73.29,90,11,8.86,few clouds
384,Mislata,ES,39.4752,-0.4183,51.53,55,20,3.0,few clouds
385,Tigre,AR,-34.426,-58.5796,57.2,66,0,10.36,clear sky
386,Saint-Pierre,RE,-21.3393,55.4781,81.57,68,0,14.97,clear sky
387,Dovers,VC,12.8833,-61.1833,81.7,77,11,19.37,few clouds
388,Sidi Ali,DZ,36.0998,0.4206,50.76,85,100,17.92,moderate rain
389,Cuetzalan,MX,20.0333,-97.5167,60.42,93,91,0.54,overcast clouds
390,Talara,PE,-4.5772,-81.2719,65.84,83,47,15.17,scattered clouds
391,Redmond,US,47.674,-122.1215,47.68,88,16,5.01,few clouds
392,Miami,US,25.7743,-80.1937,76.01,97,75,1.99,broken clouds
393,Santa Cruz De La Palma,ES,28.6835,-17.7642,68.14,68,90,12.66,overcast clouds
394,Coihaique,CL,-45.5752,-72.0662,40.95,93,0,4.61,clear sky
395,Poopo,BO,-18.3667,-66.9667,47.84,34,65,7.36,broken clouds
396,Orangeburg,US,33.4918,-80.8557,48.81,58,40,8.05,scattered clouds
397,Mantua,IT,45.1667,10.7833,52.34,81,68,4.18,broken clouds
398,Mumford,GH,5.2618,-0.759,78.12,85,100,5.28,overcast clouds
399,Quesnel,CA,52.9999,-122.5029,28.9,93,1,0.0,clear sky
400,Tecolutla,MX,20.4833,-97.0167,71.85,78,86,7.54,overcast clouds
401,Goundam,ML,16.4145,-3.6708,80.8,21,9,9.26,clear sky
402,Jacobina,BR,-11.1806,-40.5183,71.53,86,98,2.04,overcast clouds
403,San Felipe,VE,10.3399,-68.7425,71.64,97,86,1.63,overcast clouds
404,Las Cruces,US,32.3123,-106.7783,66.15,37,39,7.0,scattered clouds
405,Tooele,US,40.5308,-112.2983,55.89,58,1,14.97,clear sky
406,Cabrera,DO,19.6426,-69.9049,75.33,83,91,9.78,overcast clouds
407,Red Wing,US,44.5625,-92.5338,54.25,71,1,3.0,clear sky
408,Corn Island,NI,12.1694,-83.0418,82.58,76,70,15.68,broken clouds
409,Manati,PR,18.4275,-66.4921,80.67,90,12,6.2,few clouds
410,Sikasso,ML,10.9167,-7.0,76.86,61,12,1.81,few clouds
411,Araouane,ML,18.9048,-3.5265,77.27,21,22,10.33,few clouds
412,Playas,EC,-2.6333,-80.3833,70.43,85,66,9.75,broken clouds
413,Conde,BR,-7.2597,-34.9075,76.46,88,20,1.14,few clouds
414,Bani,DO,18.2833,-70.3333,77.86,82,38,7.47,scattered clouds
415,Santa Cruz,BO,-17.8,-63.1667,63.86,72,75,25.32,heavy intensity rain
416,Gillette,US,44.2911,-105.5022,46.81,45,1,11.5,clear sky
417,Pecos,US,31.4229,-103.4932,59.81,58,1,5.75,clear sky
418,Tulum,MX,20.2167,-87.4667,76.93,89,36,5.99,scattered clouds
419,Nautla,MX,20.2167,-96.7833,71.06,80,84,7.81,broken clouds
420,Black River,JM,18.0264,-77.8487,77.0,86,94,3.49,overcast clouds
421,Ascension,US,30.2169,-90.9001,59.0,87,90,0.0,overcast clouds
422,Bressuire,FR,46.9167,-0.5,35.38,85,7,3.69,clear sky
423,Viamao,BR,-30.0811,-51.0233,70.68,88,75,5.75,light rain
424,Piranhas,BR,-16.4269,-51.8222,71.51,92,100,1.86,overcast clouds
425,Clemencia,CO,10.5665,-75.325,81.99,86,89,3.53,overcast clouds
426,Cabimas,VE,10.3883,-71.4399,79.65,84,42,5.64,scattered clouds
427,Chicama,PE,-7.8447,-79.1469,64.65,85,86,5.66,overcast clouds
428,Hearst,CA,49.6835,-83.6665,44.85,77,95,12.46,overcast clouds
429,Gao,ML,16.6362,1.637,79.86,18,0,8.88,clear sky
430,Eatonton,US,33.3268,-83.3885,47.25,78,100,3.0,overcast clouds
431,Tomatlan,MX,19.9333,-105.25,73.4,95,16,3.2,few clouds
432,Navrongo,GH,10.8956,-1.0921,78.12,62,98,4.25,overcast clouds
433,Richmond Hill,CA,43.8711,-79.4372,39.63,79,67,4.29,broken clouds
434,Oistins,BB,13.0667,-59.5333,78.89,83,40,18.41,scattered clouds
435,Las Vegas,US,36.175,-115.1372,68.68,34,1,4.61,clear sky
436,Salinopolis,BR,-0.6136,-47.3561,79.12,85,35,8.88,scattered clouds
437,Mosquera,CO,4.7059,-74.2302,51.89,93,20,2.3,few clouds
438,Ailigandi,PA,9.2333,-78.0167,78.33,86,48,4.32,scattered clouds
439,Aripuana,BR,-9.1667,-60.6333,73.71,95,83,1.54,light rain
440,Ormond Beach,US,29.2858,-81.0559,70.09,77,90,14.0,mist
441,Dryden,CA,49.7833,-92.7503,43.09,87,20,5.75,few clouds
442,Buckeye,US,33.3703,-112.5838,76.53,29,100,5.75,overcast clouds
