City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
407,Vazante,BR,-17.9869,-46.9078,73.13,54,11,3.51
408,Leticia,CO,-4.2153,-69.9406,77.05,94,40,0.0
409,San Juan,AR,-31.5375,-68.5364,88.3,21,68,21.34
410,Tabriz,IR,38.08,46.2919,42.26,39,20,4.61
411,Bathsheba,BB,13.2167,-59.5167,81.21,74,20,12.66
412,Vangaindrano,MG,-23.35,47.6,64.42,78,98,12.55
413,Tomatlan,MX,19.9333,-105.25,77.0,90,71,0.56
414,Minsk,BY,53.9,27.5667,49.75,92,88,6.06
415,Najran,SA,17.4924,44.1277,61.45,29,0,1.34
416,Banjar,ID,-8.19,114.9675,82.26,68,100,2.1
417,Sakakah,SA,29.9697,40.2064,65.77,31,69,5.75
418,San Vicente,AR,-26.6167,-54.1333,69.44,75,92,3.13
419,Arona,ES,28.0996,-16.681,65.8,63,20,5.75
420,Amga,RU,60.8953,131.9608,23.74,78,37,8.01
421,Dhule,IN,20.9,74.7833,69.04,50,77,4.83
422,Goderich,CA,43.7501,-81.7165,49.91,79,7,22.37
423,Smithers,CA,54.7804,-127.1743,34.12,86,40,2.3
424,Antalaha,MG,-14.9003,50.2788,71.69,85,62,4.27
425,Rocha,UY,-34.4833,-54.3333,59.56,92,0,7.74
426,Kungurtug,RU,50.5994,97.5228,32.61,86,96,0.6
427,Kautokeino,NO,69.0125,23.0412,29.01,99,100,11.43
428,Faanui,PF,-16.4833,-151.75,76.93,88,90,15.52
429,Rock Springs,US,41.5875,-109.2029,48.24,59,1,5.01
430,Kulhudhuffushi,MV,6.6221,73.07,79.36,79,100,4.47
431,Nevelsk,RU,46.6733,141.8633,43.23,67,6,19.91
432,Misratah,LY,32.3754,15.0925,69.01,69,15,16.82
433,Itarema,BR,-2.9248,-39.9167,79.74,77,62,14.9
434,Martapura,ID,-3.4167,114.85,80.69,89,75,5.75
435,Minab,IR,27.1467,57.0801,72.9,69,59,2.35
436,Port Keats,AU,-14.25,129.55,90.3,58,72,9.78
437,Kondagaon,IN,19.6,81.6667,68.72,76,79,6.33
438,Ammon,US,43.4696,-111.9666,54.1,70,1,1.01
439,Hamilton,US,39.1834,-84.5333,57.42,96,90,5.01
440,Sistranda,NO,63.7256,8.834,50.9,93,100,14.34
441,Waiuku,NZ,-37.25,174.75,69.84,89,0,10.29
442,Asau,RO,46.4333,26.4,46.76,82,3,2.35
443,Ossora,RU,59.2353,163.0719,24.85,91,87,2.21
444,Kota,IN,25.1833,75.8333,68.67,49,0,2.1
445,Terney,RU,45.0503,136.6092,51.64,43,0,1.88
446,Bilibino,RU,68.0546,166.4372,-13.59,93,28,3.02
447,Griffith,US,41.5284,-87.4237,55.98,96,90,3.44
448,Cotonou,BJ,6.3654,2.4183,79.27,84,89,5.26
449,Nuuk,GL,64.1835,-51.7216,30.81,74,20,5.75
450,Shenzhen,CN,22.5455,114.0683,79.86,78,59,7.56
451,Quang Ngai,VN,15.1167,108.8,81.64,79,100,5.88
452,Batagay-Alyta,RU,67.8006,130.4114,11.25,91,100,1.54
453,Tiznit,MA,29.5833,-9.5,59.79,73,2,1.25
454,Vila Do Maio,CV,15.1333,-23.2167,74.19,77,100,12.37
455,Cheney,US,47.4874,-117.5758,63.0,66,75,24.16
456,Banda Aceh,ID,5.5577,95.3222,82.71,77,78,1.54
457,Soe,ID,-9.8607,124.284,87.33,39,27,5.53
458,Iskateley,RU,67.6803,53.1512,16.3,80,7,7.43
459,Eyl,SO,7.9803,49.8164,74.77,77,5,8.68
460,Yorkton,CA,51.2167,-102.4677,39.04,52,1,10.36
461,Port Victoria,KE,0.0939,33.9756,69.04,73,85,4.72
462,Ekhabi,RU,53.5102,142.9671,40.73,70,12,4.61
463,Baker City,US,44.7749,-117.8344,57.6,71,1,10.36
464,Kristiansund,NO,63.1115,7.732,48.85,93,75,5.75
465,Beringovskiy,RU,63.05,179.3167,8.17,77,24,4.79
466,Mayya,RU,61.7333,130.2811,18.72,83,69,9.82
467,Grand-Santi,GF,4.25,-54.3833,73.63,82,47,2.8
468,Itaituba,BR,-4.2761,-55.9836,76.73,76,4,1.43
469,Ballyshannon,IE,54.5,-8.1833,45.61,88,100,3.89
470,Shihezi,CN,44.3,86.0333,48.63,45,58,4.23
471,Nacogdoches,US,31.6002,-94.6335,67.1,34,1,10.36
472,Panguna,PG,-6.3164,155.4848,84.43,53,35,2.86
473,Gotsu,JP,35.0,132.2167,62.74,55,1,14.85
474,Noumea,NC,-22.2763,166.4572,84.18,99,5,19.04
475,Saint Paul,US,44.9444,-93.0933,49.17,93,90,3.0
476,Batagay,RU,67.6333,134.6333,14.4,81,100,3.91
477,Panino,RU,51.6467,40.1346,44.37,94,33,9.69
478,Muros,ES,42.7762,-9.0603,60.1,93,100,9.6
479,Sao Jose Da Tapera,BR,-9.5583,-37.3811,71.22,84,29,5.06
480,Zelenoborsk,RU,61.4669,64.0333,21.88,86,100,16.91
481,Provideniya,RU,64.3833,-173.3,15.91,73,90,11.18
482,Kushmurun,KZ,52.4503,64.6311,36.64,73,100,15.46
483,Camden,US,39.7835,-74.9663,57.88,87,38,1.99
484,Moree,AU,-29.4667,149.85,75.22,69,100,18.41
485,Yarmouth,US,41.7057,-70.2286,53.71,73,90,18.01
486,Tigre,AR,-34.426,-58.5796,78.75,53,0,13.8
487,La Rioja,ES,42.25,-2.5,51.04,50,100,5.48
488,Srednekolymsk,RU,67.45,153.6833,3.56,87,100,0.78
489,Belaya Gora,RU,68.5333,146.4167,3.22,96,99,0.56
490,Saint-Pierre,RE,-21.3393,55.4781,73.08,77,90,3.44
491,Mayumba,GA,-3.432,10.6554,76.01,89,100,6.4
492,Albanel,CA,48.8832,-72.4487,35.58,75,0,5.75
493,Algiers,DZ,36.7525,3.042,53.42,94,20,1.14
494,Lata,PT,40.1629,-8.3327,62.92,92,100,6.93
495,Gao,ML,16.6362,1.637,85.96,24,26,7.25
496,Plettenberg Bay,ZA,-34.0527,23.3716,63.64,86,98,10.56
497,Dunedin,NZ,-45.8742,170.5036,58.15,76,89,3.87
498,Kulu,TR,39.0951,33.0799,44.76,64,2,7.96
499,Glace Bay,CA,46.1969,-59.957,47.98,78,90,7.0
500,Burnie,AU,-41.0667,145.9167,50.92,82,100,20.07
501,Velizh,RU,55.6056,31.1967,49.37,98,100,7.05
502,Termiz,UZ,37.2242,67.2783,39.29,75,0,2.3
503,Calceta,EC,-0.85,-80.1667,75.11,69,100,4.05
504,Merke,KZ,42.8728,73.1786,45.16,81,74,2.13
505,Deputatskiy,RU,69.3,139.9,10.38,95,100,3.67
506,North Bend,US,43.4065,-124.2243,60.85,97,90,5.75
507,Camana,PE,-16.6228,-72.7111,65.89,81,100,6.2
508,Lagoa,PT,39.05,-27.9833,69.49,91,100,33.31
509,Katsuura,JP,35.1333,140.3,62.71,50,76,23.53
510,Beyneu,KZ,45.3167,55.2,38.17,45,3,9.08
511,Auki,SB,-8.7676,160.7034,85.77,68,56,4.94
512,Gorom-Gorom,BF,14.4439,-0.2361,86.58,34,9,6.51
513,Palanga,LT,55.9175,21.0686,49.95,100,13,8.05
514,Vidnoye,RU,55.5524,37.7097,45.05,82,75,4.47
515,Oskaloosa,US,41.2964,-92.6444,49.41,93,90,21.85
516,Biak,ID,-0.9131,122.8766,84.36,62,100,2.8
517,Januaria,BR,-15.4833,-44.3667,77.36,54,67,6.08
518,Samarai,PG,-10.6167,150.6667,84.74,74,11,11.32
519,Shumskiy,RU,54.8318,99.1328,29.03,77,9,5.79
520,Arman,RU,59.7,150.1667,29.16,95,100,2.19
521,Aksarayskiy,RU,46.7924,48.0119,46.35,85,100,6.44
522,Tezu,IN,27.9167,96.1667,74.73,42,0,0.54
523,Jonesboro,US,35.8423,-90.7043,53.76,100,90,13.0
524,Nueve De Julio,AR,-35.4444,-60.8831,77.72,48,41,17.43
525,Excelsior Springs,US,39.3392,-94.2261,48.69,95,90,12.66
526,Neuquen,AR,-38.9516,-68.0591,69.69,60,0,5.75
527,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.77,87,98,8.84
528,Zalesovo,RU,53.9939,84.7431,32.41,79,100,10.31
529,Medea,DZ,36.2642,2.7539,45.05,67,27,4.29
530,Porec,HR,45.2258,13.5939,51.37,63,26,3.69
531,Havre-Saint-Pierre,CA,50.2334,-63.5986,44.6,75,1,5.75
532,Cozumel,MX,20.5083,-86.9458,82.99,87,40,1.99
533,Pangody,RU,65.85,74.4859,27.41,97,100,12.41
534,Nushki,PK,29.5542,66.0215,56.46,24,0,0.98
535,Riyadh,SA,24.6877,46.7219,71.74,23,100,9.42
536,La Trinitaria,MX,16.1167,-92.05,59.99,90,99,4.32
537,Chatrapur,IN,19.35,84.9833,76.86,79,45,8.16
538,Broken Hill,AU,-31.95,141.4333,67.71,40,75,10.36
539,Kargasok,RU,59.0556,80.8572,32.88,72,95,15.79
540,Arara,BR,-6.8283,-35.7583,68.59,85,39,10.33
541,Natchitoches,US,31.7668,-93.1335,67.35,59,90,4.61
542,Ipixuna,BR,-1.7625,-48.8043,76.95,95,98,4.18
543,Floriano,BR,-6.7669,-43.0225,86.05,30,57,4.45
544,Phan Thiet,VN,10.9333,108.1,82.36,73,96,2.39
545,Seymchan,RU,62.8833,152.4333,13.46,81,94,4.43
546,Upata,VE,8.0086,-62.3989,71.29,95,100,3.11
547,Esso,RU,55.9333,158.7,32.49,91,42,3.27
548,Yuli,NG,9.6989,10.2744,75.51,71,66,2.21
549,Wanlaweyn,SO,2.6185,44.8938,75.4,82,26,4.79
550,Huarmey,PE,-10.0681,-78.1522,64.26,85,87,9.01
551,Mavelikara,IN,9.2667,76.55,76.1,90,100,1.9
552,Savannah Bight,HN,16.45,-85.85,84.0,79,16,10.22
553,Vryburg,ZA,-26.9566,24.7284,62.01,81,89,13.4
554,Challapata,BO,-18.9,-66.7667,52.23,49,55,5.68
555,Vallenar,CL,-28.5708,-70.7581,67.41,48,47,1.43
556,Kandiari,PK,26.9156,68.5216,75.11,26,0,3.58
557,Los Dos Caminos,VE,10.4939,-66.8286,70.92,96,57,2.51
558,Bras-Panon,RE,-20.9967,55.6782,73.06,99,45,16.04
